M?,Tàn,Tàn Ti?ng Anh,C?p,Ngh? ??nh,Ghi ch£,M? TP,T?nh / ThÖnh Ph?
09052,X? Nguy?t ??c,,X?,S?: 1676/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? V?n Ti?n, Trung Kiàn, Trung HÖ vÖ Nguy?t ??c thÖnh x? m?i c¢ tàn g?i lÖ x? Nguy?t ??c. B? c?p huy?n",25,T?nh Ph£ Th?
09064,X? Liàn ChÉu,,X?,S?: 1676/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? ??i T?, H?ng ChÉu vÖ Liàn ChÉu thÖnh x? m?i c¢ tàn g?i lÖ x? Liàn ChÉu.. B? c?p huy?n",25,T?nh Ph£ Th?
09076,X? V?nh T??ng,,X?,S?: 1676/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n V?nh T??ng thÖnh x? V?nh T??ng, H?p nh?t th? tr?n V?nh T??ng, th? tr?n T? Tr?ng, x? L??ng ?i?n vÖ x? V? Di thÖnh x? m?i c¢ tàn g?i lÖ x? V?nh T??ng.. B? c?p huy?n",25,T?nh Ph£ Th?
09079,X? V?nh An,,X?,S?: 1676/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t Kim X†, Yàn Bçnh vÖ Ch?n H?ng thÖnh x? m?i c¢ tàn g?i lÖ x? V?nh An.. B? c?p huy?n",25,T?nh Ph£ Th?
09100,X? V?nh H?ng,,X?,S?: 1676/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Ngh?a H?ng, Yàn L?p vÖ ??i ??ng thÖnh x? m?i c¢ tàn g?i lÖ x? V?nh H?ng.. B? c?p huy?n",25,T?nh Ph£ Th?
09106,X? V?nh ThÖnh,,X?,S?: 1676/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Sao ??i Vi?t, L?ng Hïa vÖ TÉn Ph£ thÖnh x? m?i c¢ tàn g?i lÖ x? V?nh ThÖnh. B? c?p huy?n",25,T?nh Ph£ Th?
09112,X? Th? Tang,,X?,S?: 1676/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n Th? Tang thÖnh x? Th? Tang, h?p nh?t th? tr?n Th? Tang, x? Th??ng Tr?ng vÖ x? TuÉn Ch°nh thÖnh x? m?i c¢ tàn g?i lÖ x? Th? Tang.. B? c?p huy?n",25,T?nh Ph£ Th?
09154,X? V?nh Ph£,,X?,S?: 1676/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? An NhÉn, V?nh Th?nh, Ng? Kiàn vÖ V?nh Ph£ thÖnh x? m?i c¢ tàn g?i lÖ x? V?nh Ph£. B? c?p huy?n",25,T?nh Ph£ Th?
10507,Ph??ng ThÖnh ?ìng,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng C?m Th??ng thÖnh ph??ng ThÖnh ?ìng, h?p nh?t ph??ng C?m Th??ng, ph??ng Bçnh HÖn, ph??ng Nguy?n Tr?i, x? An Th??ng. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10525,Ph??ng H?i D??ng,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Tr?n H?ng ??o thÖnh ph??ng H?i D??ng, h?p nh?t ph??ng Nh? ChÉu, ph??ng Ng?c ChÉu, ph??ng Quang Trung, ph??ng Tr?n H?ng ??o. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10532,Ph??ng Là Thanh Ngh?,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng TÉn Bçnh thÖnh ph??ng Là Thanh Ngh?, h?p nh?t ph??ng Là Thanh Ngh? , ph??ng TÉn Bçnh, ph??ng Thanh Bçnh, ph??ng Tr?n Ph£. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10537,Ph??ng TÉn H?ng,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng H?i TÉn thÖnh ph??ng TÉn H?ng, h?p nh?t ph??ng H?i TÉn, ph??ng TÉn H?ng, x? Ng?c S?n, 1 ph?n ph??ng Tr?n Ph£. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10543,Ph??ng Vi?t Hïa,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t ph??ng Vi?t Hïa, 1 ph?n ph??ng T? Minh, x? Cao An, 1 ph?n th? tr?n Lai C†ch. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10546,Ph??ng Ch° Linh,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Ph? L?i thÖnh ph??ng Ch° Linh, h?p nh?t ph??ng Ph? L?i, ph??ng C? ThÖnh, x? NhÉn Hu?. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10549,Ph??ng Chu V?n An,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Sao ?? thÖnh ph??ng Chu V?n An, h?p nh?t ph??ng Sao ??, ph??ng V?n An, ph??ng Ch° Minh, ph??ng Th†i H?c, 1 ph?n ph??ng C?ng Hïa, 1 ph?n ph??ng V?n ??c. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10552,Ph??ng Nguy?n Tr?i,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng B?n T?m thÖnh ph??ng Nguy?n Tr?i, h?p nh?t ph??ng B?n T?m, x? B?c An, x? HoÖng Hoa Th†m. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10570,Ph??ng Tr?n H?ng ??o,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng C?ng Hïa thÖnh ph??ng Tr?n H?ng ??o, h?p nh?t x? Là L?i, x? H?ng ??o, 1 ph?n ph??ng C?ng Hïa. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10573,Ph??ng Tr?n NhÉn Tìng,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng HoÖng TÉn thÖnh ph??ng Tr?n NhÉn Tìng, h?p nh?t ph??ng HoÖng TÉn, ph??ng HoÖng Ti?n, 1 ph?n ph??ng V?n ??c. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10603,Ph??ng Là ??i HÖnh,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng TÉn DÉn thÖnh ph??ng Là ??i HÖnh, h?p nh?t ph??ng An L?c, ph??ng ??ng L?c, ph??ng TÉn DÉn. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10606,X? Nam S†ch,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, h?p nh?t th? tr?n Nam S†ch, x? ??ng L?c, x? H?ng Phong. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10615,X? H?p Ti?n,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? H?p Ti?n, x? Nam TÉn, x? Nam H?ng. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10633,X? Tr?n Ph£,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Qu?c Tu?n, x? Tr?n Ph£, x? Hi?p C†t. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10642,X? Th†i TÉn,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Th†i TÉn, x? Minh TÉn, x? An S?n. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10645,X? An Ph£,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? An Ph£, x? An Bçnh, 1 ph?n x? C?ng Hïa. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10660,Ph??ng ?i Qu?c,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t ph??ng ?i Qu?c, x? Quy?t Th?ng, 1 ph?n x? H?ng L?c. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10675,Ph??ng Kinh Mìn,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng An L?u thÖnh ph??ng Kinh Mìn, h?p nh?t ph??ng An L?u, ph??ng Hi?p An, ph??ng Long Xuyàn. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10678,Ph??ng B?c An Ph?,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn thÖnh ph??ng B?c An Ph?, h?p nh?t ph??ng Th?t Hóng, x? B?ch ??ng, x? Là Ninh, 1 ph?n ph??ng V?n ??c. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10705,X? Nam An Ph?,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Quang ThÖnh thÖnh x? Nam An Ph?, h?p nh?t x? Quang ThÖnh, x? L?c Long, x? Th?ng Long, 1 ph?n x? Tu?n Vi?t, 1 ph?n x? V? D?ng, 1 ph?n x? C?ng Hïa. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10714,Ph??ng Nh? Chi?u,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Ph£ Th? thÖnh ph??ng Nh? Chi?u, h?p nh?t ph??ng Minh TÉn, ph??ng Duy TÉn, ph??ng Ph£ Th?, ph??ng TÉn DÉn. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10726,Ph??ng Ph?m S? M?nh,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Hi?p S?n thÖnh ph??ng Ph?m S? M?nh, h?p nh?t ph??ng Ph?m Th†i, ph??ng An Sinh, ph??ng Hi?p S?n. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10729,Ph??ng Tr?n Li?u,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn thÖnh ph??ng Tr?n Li?u, h?p nh?t ph??ng An Ph?, x? Hi?p Hïa, 1 ph?n x? Th??ng Qu?n. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10744,Ph??ng Nguy?n ??i N?ng,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Hi?n ThÖnh thÖnh ph??ng Nguy?n ??i N?ng, h?p nh?t ph??ng Th†i Th?nh, ph??ng Hi?n ThÖnh, x? Minh Hïa. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10750,X? Ph£ Th†i,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, h?p nh?t tr? tr?n Ph£ Th†i, x? Kim Xuyàn, x? Kim Anh, x? Kim Liàn, 1 ph?n x? Th??ng Qu?n. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10756,X? Lai Khà,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Lai Khà, 1 ph?n x? V? D?ng, 1 ph?n x? Tu?n Vi?t, 1 ph?n x? Thanh An, 1 ph?n x? C?m Vi?t, 1 ph?n x? C?ng Hïa. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10792,X? An ThÖnh,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Kim ?°nh thÖnh x? An ThÖnh, h?p nh?t x? Kim TÉn, x? Ng? Ph£c, x? Kim ?°nh. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10804,X? Kim ThÖnh,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ??ng C?m thÖnh x? Kim ThÖnh, h?p nh?t x? ??ng C?m, x? Tam K?, x? ??i ??c, 1 ph?n x? Hïa Bçnh. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10813,X? Thanh HÖ,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, h?p nh?t th? tr?n Thanh HÖ, x? Thanh TÉn, x? Thanh S?n. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10816,X? HÖ B?c,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?ng L?c thÖnh x? HÖ B?c, h?p nh?t x? TÉn Vi?t, 1 ph?n x? C?m Vi?t, 1 ph?n x? H?ng L?c. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10837,Ph??ng Nam ??ng,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? x? Ti?n Ti?n thÖnh ph??ng Nam ??ng, h?p nh?t ph??ng Nam ??ng, x? Ti?n Ti?n. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10843,X? HÖ Nam,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Liàn M?c thÖnh x? HÖ Nam, h?p nh?t x? Thanh XuÉn, x? Liàn M?c, x? Thanh Lang, 1 ph?n x? Thanh An, 1 ph?n x? Hïa Bçnh. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10846,X? HÖ TÉy,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Thanh H?i thÖnh x? HÖ TÉy, h?p nh?t X? TÉn An, x? An Ph??ng, 1 ph?n x? Thanh H?i. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10882,X? HÖ ?ìng,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? V?nh C??ng thÖnh x? HÖ ?ìng, h?p nh?t x? Thanh H?ng, x? V?nh C??ng, x? Thanh Quang. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10888,X? C?m Giang,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, h?p nh?t th? tr?n C?m Giang, x? ??nh S?n, x? C?m HoÖng. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10891,Ph??ng T? Minh,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n Lai C†ch thÖnh ph??ng T? Minh, h?p nh?t 1 ph?n ph??ng T? Minh, x? C?m ?oÖi, 1 ph?n th? tr?n Lai C†ch . B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10903,X? C?m GiÖng,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ng?c Liàn thÖnh x? C?m GiÖng, h?p nh?t x? L??ng ?i?n, x? Ng?c Liàn, x? C?m H?ng, 1 ph?n x? Ph£c ?i?n. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10909,X? Tu? T?nh,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? C?m V? thÖnh x? Tu? T?nh, h?p nh?t x? ??c Ch°nh, x? C?m V?, x? C?m V?n. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10930,X? Mao ?i?n,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn Tr??ng thÖnh x? Mao ?i?n, h?p nh?t x? TÉn Tr??ng, x? C?m ?ìng, 1 ph?n x? Ph£c ?i?n. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10945,X? K? S?t,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, h?p nh?t th? tr?n K? S?t, x? V?nh H?ng, x? Hóng Th?ng, 1 ph?n x? V?nh H?ng. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10966,X? Bçnh Giang,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn Vi?t thÖnh x? Bçnh Giang, h?p nh?t x? Long Xuyàn, x? TÉn Vi?t, X? H?ng Khà, x? C? Bç, x? V?nh H?ng. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10972,X? ???ng An,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn H?ng thÖnh x? ???ng An, h?p nh?t 1 ph?n x? Th£c Kh†ng, 1 ph?n x? Th†i Minh, 1 ph?n x? TÉn H?ng, 1 ph?n x? Th†i D??ng, 1 ph?n x? Th†i Hïa. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10993,X? Th??ng H?ng,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Th†i Hïa thÖnh x? Th??ng H?ng, h?p nh?t x? Bçnh Xuyàn, 1 ph?n x? Th†i Hïa, 1 ph?n x? Th†i D??ng, 1 ph?n x? TÉn H?ng, 1 ph?n x? Th†i Minh, 1 ph?n x? Th£c Kh†ng, 1 ph?n x? ?oÖn Tóng, 1 ph?n x? Thanh Tóng. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
10999,X? Gia L?c,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, h?p nh?t x? Gia Ti?n, 1 ph?n th? tr?n Gia L?c, 1 ph?n x? Gia Ph£c, 1 ph?n x? Y?t Kiàu, 1 ph?n x? Là L?i. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11002,Ph??ng Th?ch Khìi,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t ph??ng Th?ch Khìi, x? Gia Xuyàn, x? Liàn H?ng, 1 ph?n x? Th?ng Nh?t. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11020,X? Y?t Kiàu,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t 1 ph?n x? Là L?i, 1 ph?n x? Th?ng Nh?t, 1 ph?n x? Y?t Kiàu. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11050,X? Gia Ph£c,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?ng H?ng thÖnh x? Gia Ph£c, h?p nh?t x? ToÖn Th?ng, x? HoÖng Di?u, x? H?ng H?ng, 1 ph?n x? Th?ng Kành, 1 ph?n x? ?oÖn Th??ng, 1 ph?n th? tr?n Gia L?c, 1 ph?n x? Gia Ph£c, 1 ph?n x? Quang ??c. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11065,X? Tr??ng TÉn,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Nh?t Quang thÖnh x? Tr??ng TÉn, h?p nh?t x? Ph?m Tr?n, x? Nh?t Quang, 1 ph?n x? Th?ng Kành, 1 ph?n x? ?oÖn Th??ng, 1 ph?n x? Quang ??c, 1 ph?n th? tr?n Thanh Mi?n. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11074,X? T? K?,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, h?p nh?t th? tr?n T? K?, x? Quang Kh?i, x? Quang Ph?c, x? Minh ??c. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11086,X? ??i S?n,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?ng ??o thÖnh x? ??i S?n, h?p nh?t x? Bçnh L?ng, x? ??i S?n, 1 ph?n x? H?ng ??o, 1 ph?n x? Thanh H?i. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11113,X? TÉn K?,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? TÉn K?, x? DÉn An, x? K? S?n, x? ??i H?p, 1 ph?n x? H?ng ??o. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11131,X? Ch° Minh,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? V?n T? thÖnh x? Ch° Minh, h?p nh?t x? An Thanh, x? V?n T?, x? Ch° Minh. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11140,X? L?c Ph??ng,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? L?c Ph??ng, x? Quang Trung, 1 ph?n x? Tiàn ??ng. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11146,X? Nguyàn Gi†p,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? HÖ K?, x? Nguyàn Gi†p, x? HÖ Thanh, 1 ph?n x? Tiàn ??ng. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11164,X? V?nh L?i,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ngh?a An thÖnh x? V?nh L?i, h?p nh?t x? ?ng Hïe, x? TÉn H??ng, x? Ngh?a An. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11167,X? TÉn An,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ??c Ph£c thÖnh x? TÉn An, h?p nh?t x? TÉn Phong, x? An ??c, x? ??c Ph£c. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11203,X? Ninh Giang,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, h?p nh?t th? tr?n Ninh Giang, x? V?nh Hïa, x? H?ng D?, x? Hi?p L?c. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11218,X? H?ng ChÉu,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? V?n H?i thÖnh x? H?ng ChÉu, h?p nh?t x? TÉn Quang, x? V?n H?i, x? H?ng Long. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11224,X? Kh£c Th?a D?,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?ng Phong thÖnh x? Kh£c Th?a D?, h?p nh?t x? Bçnh Xuyàn, x? Ki?n Ph£c, x? H?ng Phong. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11239,X? Thanh Mi?n,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, h?p nh?t x? Cao Th?ng, x? Ng? Hóng, x? T? C??ng, 1 ph?n th? tr?n Thanh Mi?n. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11242,X? Nguy?n L??ng B?ng,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Thanh Tóng thÖnh x? Nguy?n L??ng B?ng, h?p nh?t x? Ph?m Kha, x? NhÉn Quy?n, 1 ph?n x? ?oÖn Tóng, 1 ph?n x? Thanh Tóng. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11254,X? B?c Thanh Mi?n,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?ng Quang thÖnh x? B?c Thanh Mi?n, h?p nh?t x? H?ng Quang, x? Lam S?n, x? Là H?ng. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11257,X? H?i H?ng,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn TrÖo thÖnh x? H?i H?ng, h?p nh?t x? Ngì Quy?n, x? TÉn TrÖo, x? ?oÖn K?t. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11284,X? Nam Thanh Mi?n,,X?,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Chi L?ng Nam thÖnh x? Nam Thanh Mi?n, h?p nh?t x? Thanh Giang, x? Chi L?ng nam, x? H?ng Phong, x? Chi L?ng B?c. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11311,Ph??ng H?ng BÖng,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Minh Khai thÖnh ph??ng H?ng BÖng, h?p nh?t ph??ng HoÖng V?n Th?, ph??ng Minh Khai, ph??ng Phan B?i ChÉu, ph??ng Th??ng L?, ph??ng S? D?u, ph??ng Hóng V??ng, 1 ph?n di?n t°ch ph??ng Gia Viàn. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11329,Ph??ng Ngì Quy?n,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng M†y Chai thÖnh ph??ng Ngì Quy?n, h?p nh?t ph??ng M†y Chai, ph??ng V?n M?, ph??ng C?u Tre, 1 ph?n ph??ng Gia Viàn, 1 ph?n ph??ng ?ìng Khà. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11359,Ph??ng Gia Viàn,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng ??ng Giang thÖnh ph??ng Gia Viàn, h?p nh?t ph??ng ??ng Giang, 1 ph?n ph??ng Gia Viàn, 1 ph?n ph??ng ?ìng Khà, 1 ph?n ph??ng C?u ??t, 1 ph?n ph??ng L?ch Tray. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11383,Ph??ng Là ChÉn,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Tr?n Nguyàn H?n thÖnh ph??ng Là ChÉn, h?p nh?t ph??ng HÖng Kành, ph??ng D? HÖng Kành, ph??ng Kành D??ng, 1 ph?n ph??ng An Biàn, 1 ph?n ph??ng Tr?n Nguyàn H?n, 1 ph?n ph??ng V?nh Ni?m, 1 ph?n ph??ng C?u ??t, 1 phÖn ph??ng L?ch Tray. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11407,Ph??ng An Biàn,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng V?nh Ni?m thÖnh ph??ng An Biàn, h?p nh?t ph??ng An D??ng, 1 ph?n ph??ng An Biàn, 1 ph?n ph??ng Tr?n Nguyàn H?n, 1 ph?n ph??ng V?nh Ni?m. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11411,Ph??ng ?ìng H?i,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng ?ìng H?i 2 thÖnh ph??ng ?ìng H?i, h?p nh?t ph??ng ?ìng H?i 1, 1 ph?n ph??ng ?ìng H?i 2, 1 ph?n ph??ng Nam H?i. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
11413,Ph??ng H?i An,,Ph??ng,S?: 1669/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng ??ng LÉm thÖnh ph??ng H?i An, h?p nh?t ph??ng C†t Bi, ph??ng ??ng LÉm, ph??ng ThÖnh Tì, ph??ng ??ng H?i, ph??ng TrÖng C†t, 1 ph?n ph??ng ?ìng H?i 2, 1 ph?n ph??ng Nam H?i. B? c?p huy?n",31,ThÖnh ph? H?i Phïng
